chrom	tss	strand	gene_name	gene_type
chr2	151973949	-	ENSG00000283228	protein_coding
chr2	152099167	-	CACNB4	protein_coding
chr2	152175763	-	STAM2	protein_coding
chr2	152335174	+	FMNL2	protein_coding
chr2	152718012	-	PRPF40A	protein_coding
chr2	152717647	+	ARL6IP6	protein_coding
chr2	153478762	-	RPRM	protein_coding
chr2	153871922	+	GALNT13	protein_coding
chr2	154697855	+	KCNJ3	protein_coding
chr2	156342348	-	NR4A2	protein_coding
chr2	156435290	+	GPD2	protein_coding
chr2	157257705	+	GALNT5	protein_coding
chr2	157327713	-	ERMN	protein_coding
chr2	157488961	-	CYTIP	protein_coding
chr2	157628864	-	ACVR1C	protein_coding
chr2	157876330	-	ACVR1	protein_coding
chr2	157876702	+	UPP2	protein_coding
chr2	158456753	-	CCDC148	protein_coding
chr2	158456952	+	PKP4	protein_coding
chr2	158795317	+	DAPL1	protein_coding
chr2	158968640	+	TANC1	protein_coding
chr2	159286703	-	WDSUB1	protein_coding
chr2	159616569	-	BAZ2B	protein_coding
chr2	159712457	+	MARCHF7	protein_coding
chr2	159798255	-	CD302	protein_coding
chr2	159904710	-	LY75-CD302	protein_coding
chr2	159904756	-	LY75	protein_coding
chr2	160062615	-	PLA2R1	protein_coding
chr2	160200313	-	ITGB6	protein_coding
chr2	160493807	-	RBMS1	protein_coding
chr2	161136908	+	TANK	protein_coding
chr2	161308425	+	PSMD14	protein_coding
chr2	161416297	+	TBR1	protein_coding
chr2	161424332	+	SLC4A10	protein_coding
chr2	162074394	-	DPP4	protein_coding
chr2	162152404	-	GCG	protein_coding
chr2	162245151	-	FAP	protein_coding
chr2	162318684	-	IFIH1	protein_coding
chr2	162318840	+	GCA	protein_coding
chr2	162838767	-	KCNH7	protein_coding
chr2	163736012	-	FIGN	protein_coding
chr2	164621482	-	GRB14	protein_coding
chr2	164843679	-	COBLL1	protein_coding
chr2	164955525	-	SLC38A11	protein_coding
chr2	165204050	-	SCN3A	protein_coding
chr2	165194993	+	SCN2A	protein_coding
chr2	165469647	+	CSRNP3	protein_coding
chr2	165794659	-	GALNT3	protein_coding
chr2	165953851	-	TTC21B	protein_coding
chr2	166149214	-	SCN1A	protein_coding
chr2	166376001	-	SCN9A	protein_coding
chr2	166611482	-	SCN7A	protein_coding
chr2	166888480	+	XIRP2	protein_coding
chr2	167293001	+	B3GALT1	protein_coding
chr2	168247595	-	STK39	protein_coding
chr2	168456249	+	CERS6	protein_coding
chr2	168786539	+	NOSTRIN	protein_coding
chr2	168913371	-	SPC25	protein_coding
chr2	168901291	+	G6PC2	protein_coding
chr2	169031324	-	ABCB11	protein_coding
chr2	169064789	+	DHRS9	protein_coding
chr2	169362534	-	LRP2	protein_coding
chr2	169479480	+	BBS5	protein_coding
chr2	169479480	+	ENSG00000251569	protein_coding
chr2	169509702	+	KLHL41	protein_coding
chr2	169573875	-	FASTKD1	protein_coding
chr2	169584342	+	PPIG	protein_coding
chr2	169694405	-	CFAP210	protein_coding
chr2	169694454	+	PHOSPHO2	protein_coding
chr2	169694488	+	KLHL23	protein_coding
chr2	169791933	+	SSB	protein_coding
chr2	169824931	-	METTL5	protein_coding
chr2	169827454	+	UBR3	protein_coding
chr2	170178145	+	MYO3B	protein_coding
chr2	170715337	+	SP5	protein_coding
chr2	170766878	+	ERICH2	protein_coding
chr2	170813213	+	GAD1	protein_coding
chr2	170928464	+	GORASP2	protein_coding
chr2	171231314	-	TLK1	protein_coding
chr2	171434802	-	METTL8	protein_coding
chr2	171434217	+	DCAF17	protein_coding
chr2	171522247	+	CYBRD1	protein_coding
chr2	171687409	+	DYNC1I2	protein_coding
chr2	171999859	-	SLC25A12	protein_coding
chr2	171922448	+	HAT1	protein_coding
chr2	171999943	+	METAP1D	protein_coding
chr2	172084740	+	DLX1	protein_coding
chr2	172102900	-	DLX2	protein_coding
chr2	172427354	+	ITGA6	protein_coding
chr2	172555373	+	PDK1	protein_coding
chr2	172735274	+	RAPGEF4	protein_coding
chr2	173075435	+	MAP3K20	protein_coding
chr2	173354820	+	CDCA7	protein_coding
chr2	173965373	-	SP3	protein_coding
chr2	174248599	-	OLA1	protein_coding
chr2	174334954	+	SP9	protein_coding
chr2	174395712	-	CIR1	protein_coding
chr2	174395730	+	SCRN3	protein_coding
chr2	174487094	-	GPR155	protein_coding
chr2	174682916	-	WIPF1	protein_coding
chr2	174787935	-	CHRNA1	protein_coding
chr2	175005381	-	CHN1	protein_coding
chr2	175168382	-	ATF2	protein_coding
chr2	175181710	-	ATP5MC3	protein_coding
chr2	176002839	-	LNPK	protein_coding
chr2	176083962	-	EVX2	protein_coding
chr2	176092721	+	HOXD13	protein_coding
chr2	176099795	+	HOXD12	protein_coding
chr2	176104216	+	HOXD11	protein_coding
chr2	176108790	+	HOXD10	protein_coding
chr2	176122719	+	HOXD9	protein_coding
chr2	176129694	+	HOXD8	protein_coding
chr2	176136612	+	HOXD3	protein_coding
chr2	176151550	+	HOXD4	protein_coding
chr2	176188668	+	HOXD1	protein_coding
chr2	176269395	+	MTX2	protein_coding
chr2	177212694	+	HNRNPA3	protein_coding
chr2	177392756	-	NFE2L2	protein_coding
chr2	177392746	+	AGPS	protein_coding
chr2	177552796	-	TTC30B	protein_coding
chr2	177618742	-	TTC30A	protein_coding
chr2	178108339	-	PDE11A	protein_coding
chr2	178112424	+	RBM45	protein_coding
chr2	178194481	+	OSBPL6	protein_coding
chr2	178451512	-	PRKRA	protein_coding
chr2	178451346	+	PJVK	protein_coding
chr2	178478600	-	FKBP7	protein_coding
chr2	178480457	+	PLEKHA3	protein_coding
chr2	178830802	-	TTN	protein_coding
chr2	179050137	-	CCDC141	protein_coding
chr2	179264832	-	SESTD1	protein_coding
chr2	179861612	-	ZNF385B	protein_coding
chr2	180007297	-	CWC22	protein_coding
chr2	180967248	+	UBE2E3	protein_coding
chr2	181457202	+	ITGA4	protein_coding
chr2	181680665	-	CERKL	protein_coding
chr2	181680827	-	NEUROD1	protein_coding
chr2	181891730	+	ITPRID2	protein_coding
chr2	181954241	+	PPP1R1C	protein_coding
chr2	182523359	-	PDE1A	protein_coding
chr2	182716255	+	DNAJC10	protein_coding
chr2	182866637	-	FRZB	protein_coding
chr2	183038858	-	NCKAP1	protein_coding
chr2	183078559	+	DUSP19	protein_coding
chr2	183117513	+	NUP35	protein_coding
chr2	184598529	+	ZNF804A	protein_coding
chr2	185738804	+	FSIP2	protein_coding
chr2	186486253	+	ZC3H15	protein_coding
chr2	186590010	+	ITGAV	protein_coding
chr2	186694060	+	FAM171B	protein_coding
chr2	186849208	-	ZSWIM2	protein_coding
chr2	187448460	-	CALCRL	protein_coding
chr2	187565760	-	TFPI	protein_coding
chr2	188291669	+	GULP1	protein_coding
chr2	188974373	+	COL3A1	protein_coding
chr2	189225312	-	COL5A2	protein_coding
chr2	189441446	+	WDR75	protein_coding
chr2	189583758	-	SLC40A1	protein_coding
chr2	189661385	+	ASNSD1	protein_coding
chr2	189661452	+	ASDURF	protein_coding
chr2	189661519	+	ENSG00000286165	protein_coding
chr2	189674290	+	ANKAR	protein_coding
chr2	189763227	-	OSGEPL1	protein_coding
chr2	189784364	-	ORMDL1	protein_coding
chr2	189784085	+	PMS1	protein_coding
chr2	189879609	+	C2orf88	protein_coding
chr2	190062729	-	MSTN	protein_coding
chr2	190344193	-	HIBCH	protein_coding
chr2	190343570	+	INPP1	protein_coding
chr2	190408355	+	MFSD6	protein_coding
chr2	190534722	-	NEMP2	protein_coding
chr2	190646746	+	NAB1	protein_coding
chr2	190880821	+	GLS	protein_coding
chr2	191020960	-	STAT1	protein_coding
chr2	191151596	-	STAT4	protein_coding
chr2	191245185	+	MYO1B	protein_coding
chr2	191678068	+	NABP1	protein_coding
chr2	191847088	-	CAVIN2	protein_coding
chr2	192194933	-	TMEFF2	protein_coding
chr2	195575977	+	SLC39A10	protein_coding
chr2	196068837	-	DNAH7	protein_coding
chr2	196176503	-	STK17B	protein_coding
chr2	196593684	-	HECW2	protein_coding
chr2	196639554	+	CCDC150	protein_coding
chr2	196799725	-	GTF3C3	protein_coding
chr2	196809355	-	C2orf66	protein_coding
chr2	196927796	-	PGAP1	protein_coding
chr2	197311173	-	ANKRD44	protein_coding
chr2	197435079	-	SF3B1	protein_coding
chr2	197453493	+	COQ10B	protein_coding
chr2	197516737	-	HSPD1	protein_coding
chr2	197500140	+	HSPE1	protein_coding
chr2	197500413	+	HSPE1-MOB4	protein_coding
chr2	197515571	+	MOB4	protein_coding
chr2	197676045	-	RFTN2	protein_coding
chr2	197705369	+	MARS2	protein_coding
chr2	197786762	-	BOLL	protein_coding
chr2	197804593	+	PLCL1	protein_coding
chr2	199471266	-	SATB2	protein_coding
chr2	199851192	-	FTCDNL1	protein_coding
chr2	199911293	+	C2orf69	protein_coding
chr2	199955736	-	TYW5	protein_coding
chr2	199955317	+	MAIP1	protein_coding
chr2	200305881	+	SPATS2L	protein_coding
chr2	200519784	-	KCTD18	protein_coding
chr2	200510008	+	SGO2	protein_coding
chr2	200586014	+	AOX1	protein_coding
chr2	200810594	+	BZW1	protein_coding
chr2	200864691	-	CLK1	protein_coding
chr2	200889303	-	PPIL3	protein_coding
chr2	200889327	+	NIF3L1	protein_coding
chr2	200963680	-	ORC2	protein_coding
chr2	201071671	-	HYCC2	protein_coding
chr2	201071433	+	NDUFB3	protein_coding
chr2	201116154	+	CFLAR	protein_coding
chr2	201182872	+	CASP10	protein_coding
chr2	201233443	+	CASP8	protein_coding
chr2	201357398	-	FLACC1	protein_coding
chr2	201451500	-	TRAK2	protein_coding
chr2	201387858	+	STRADB	protein_coding
chr2	201619178	-	C2CD6	protein_coding
chr2	201643570	-	TMEM237	protein_coding
chr2	201698694	-	MPP4	protein_coding
chr2	201782112	-	ALS2	protein_coding
chr2	201790461	+	CDK15	protein_coding
chr2	202033855	+	FZD7	protein_coding
chr2	202073255	+	KIAA2012	protein_coding
chr2	202238599	-	SUMO1	protein_coding
chr2	202265736	+	NOP58	protein_coding
chr2	202376327	+	BMPR2	protein_coding
chr2	202377112	+	ENSG00000289490	protein_coding
chr2	202634969	+	FAM117B	protein_coding
chr2	202871766	-	ICA1L	protein_coding
chr2	203014798	-	WDR12	protein_coding
chr2	202912214	+	CARF	protein_coding
chr2	203014608	+	NBEAL1	protein_coding
chr2	203238977	+	CYP20A1	protein_coding
chr2	203328280	+	ABI2	protein_coding
chr2	203535335	-	RAPH1	protein_coding
chr2	203706475	+	CD28	protein_coding
chr2	203853888	+	CTLA4	protein_coding
chr2	203936763	+	ICOS	protein_coding
chr2	204545475	+	PARD3B	protein_coding
chr2	205681990	+	NRP2	protein_coding
chr2	206086303	-	INO80D	protein_coding
chr2	206159509	-	NDUFS1	protein_coding
chr2	206159585	+	EEF1B2	protein_coding
chr2	206218047	-	CMKLR2	protein_coding
chr2	206274663	+	ZDBF2	protein_coding
chr2	206443532	+	ADAM23	protein_coding
chr2	206642487	+	FAM237A	protein_coding
chr2	206721570	-	DYTN	protein_coding
chr2	206765328	-	MDH1B	protein_coding
chr2	206765357	+	FASTKD2	protein_coding
chr2	206939518	+	CPO	protein_coding
chr2	207173856	-	KLF7	protein_coding
chr2	207529737	+	CREB1	protein_coding
chr2	207625928	-	METTL21A	protein_coding
chr2	207711540	+	CCNYL1	protein_coding
chr2	207769906	-	FZD5	protein_coding
chr2	208025527	-	PLEKHM3	protein_coding
chr2	208124524	-	CRYGD	protein_coding
chr2	208129828	-	CRYGC	protein_coding
chr2	208146158	-	CRYGB	protein_coding
chr2	208163589	-	CRYGA	protein_coding
chr2	208190030	-	C2orf80	protein_coding
chr2	208266074	-	IDH1	protein_coding
chr2	208266255	+	PIKFYVE	protein_coding
chr2	208359714	+	PTH2R	protein_coding
chr2	209424047	+	MAP2	protein_coding
chr2	209771832	+	UNC80	protein_coding
chr2	210002565	+	RPE	protein_coding
chr2	210171409	-	KANSL1L	protein_coding
chr2	210225447	-	ACADL	protein_coding
chr2	210315174	-	MYL1	protein_coding
chr2	210477652	-	LANCL1	protein_coding
chr2	210477682	+	CPS1	protein_coding
chr2	212538841	-	ERBB4	protein_coding
chr2	213152427	-	IKZF2	protein_coding
chr2	213284389	+	SPAG16	protein_coding
chr2	214411054	+	VWC2L	protein_coding
chr2	214809683	-	BARD1	protein_coding
chr2	215138626	-	ABCA12	protein_coding
chr2	215311956	+	ATIC	protein_coding
chr2	215436073	-	FN1	protein_coding
chr2	216034096	-	MREG	protein_coding
chr2	216082955	-	PECR	protein_coding
chr2	216081866	+	TMEM169	protein_coding
chr2	216107464	+	XRCC5	protein_coding
chr2	216372483	-	MARCHF4	protein_coding
chr2	216412383	+	SMARCAL1	protein_coding
chr2	216498825	+	RPL37A	protein_coding
chr2	216632828	+	IGFBP2	protein_coding
chr2	216695549	-	IGFBP5	protein_coding
chr2	216860064	-	TNP1	protein_coding
chr2	218033982	-	TNS1	protein_coding
chr2	218034960	+	RUFY4	protein_coding
chr2	218125289	+	CXCR2	protein_coding
chr2	218166962	-	CXCR1	protein_coding
chr2	218217141	+	ARPC2	protein_coding
chr2	218259496	+	GPBAR1	protein_coding
chr2	218270178	-	AAMP	protein_coding
chr2	218269651	+	PNKD	protein_coding
chr2	218292586	-	TMBIM1	protein_coding
chr2	218356857	+	CATIP	protein_coding
chr2	218382029	+	SLC11A1	protein_coding
chr2	218397136	+	CTDSP1	protein_coding
chr2	218419121	+	VIL1	protein_coding
chr2	218568351	-	USP37	protein_coding
chr2	218568580	+	CNOT9	protein_coding
chr2	218607855	+	PLCD4	protein_coding
chr2	218659655	-	ZNF142	protein_coding
chr2	218658764	+	BCS1L	protein_coding
chr2	218672002	-	RNF25	protein_coding
chr2	218672069	+	STK36	protein_coding
chr2	218710835	+	TTLL4	protein_coding
chr2	218781749	+	CYP27A1	protein_coding
chr2	218832086	-	PRKAG3	protein_coding
chr2	218859805	+	WNT6	protein_coding
chr2	218880852	+	WNT10A	protein_coding
chr2	218959666	+	CDK5R2	protein_coding
chr2	218985184	-	FEV	protein_coding
chr2	218993422	-	CRYBA2	protein_coding
chr2	219041527	-	CFAP65	protein_coding
chr2	219060921	-	IHH	protein_coding
chr2	219160869	-	NHEJ1	protein_coding
chr2	219170827	-	ENSG00000280537	protein_coding
chr2	219170095	-	SLC23A3	protein_coding
chr2	219178106	-	CNPPD1	protein_coding
chr2	219176225	+	RETREG2	protein_coding
chr2	219195237	+	ZFAND2B	protein_coding
chr2	219218994	-	ABCB6	protein_coding
chr2	219222738	-	ENSG00000284820	protein_coding
chr2	219229717	-	ATG9A	protein_coding
chr2	219229783	+	ANKZF1	protein_coding
chr2	219245478	-	GLB1L	protein_coding
chr2	219245455	+	STK16	protein_coding
chr2	219277902	-	TUBA4A	protein_coding
chr2	219253243	+	TUBA4B	protein_coding
chr2	219279342	+	DNAJB2	protein_coding
chr2	219309648	-	PTPRN	protein_coding
chr2	219333177	-	RESP18	protein_coding
chr2	219400022	-	DNPEP	protein_coding
chr2	219418377	+	DES	protein_coding
chr2	219434843	+	SPEG	protein_coding
chr2	219491867	+	ENSG00000286143	protein_coding
chr2	219496131	+	SPEGNB	protein_coding
chr2	219498865	+	GMPPA	protein_coding
chr2	219514170	+	ASIC4	protein_coding
chr2	219543809	-	CHPF	protein_coding
chr2	219543663	+	TMEM198	protein_coding
chr2	219571859	-	OBSL1	protein_coding
chr2	219569162	+	INHA	protein_coding
chr2	219597857	+	STK11IP	protein_coding
chr2	219627394	+	SLC4A3	protein_coding
chr2	221574202	-	EPHA4	protein_coding
chr2	222298998	-	PAX3	protein_coding
chr2	222320155	-	ENSG00000288658	protein_coding
chr2	222424543	+	SGPP2	protein_coding
chr2	222656092	-	FARSB	protein_coding
chr2	222671658	+	MOGAT1	protein_coding
chr2	222860942	+	ACSL3	protein_coding
chr2	223052190	+	KCNE4	protein_coding
chr2	223602361	-	SCG2	protein_coding
chr2	223838027	-	AP1S3	protein_coding
chr2	223945299	-	ENSG00000286239	protein_coding
chr2	223945357	-	WDFY1	protein_coding
chr2	223957463	+	MRPL44	protein_coding
chr2	224039318	-	SERPINE2	protein_coding
chr2	224402107	-	FAM124B	protein_coding
chr2	224585397	-	CUL3	protein_coding
chr2	224716365	-	CCDC195	protein_coding
chr2	225042468	-	DOCK10	protein_coding
chr2	225399710	+	NYAP2	protein_coding
chr2	226799820	-	IRS1	protein_coding
chr2	226835581	+	RHBDD1	protein_coding
chr2	227164453	-	COL4A4	protein_coding
chr2	227164624	+	COL4A3	protein_coding
chr2	227325151	+	MFF	protein_coding
chr2	227381995	-	TM4SF20	protein_coding
chr2	227387949	-	SCYGR1	protein_coding
chr2	227472152	+	AGFG1	protein_coding
chr2	227598893	+	SCYGR2	protein_coding
chr2	227608784	+	SCYGR10	protein_coding
chr2	227614840	-	SCYGR3	protein_coding
chr2	227617498	+	SCYGR4	protein_coding
chr2	227666804	+	SCYGR5	protein_coding
chr2	227718028	-	SLC19A3	protein_coding
chr2	227724757	-	SCYGR6	protein_coding
chr2	227728335	+	SCYGR7	protein_coding
chr2	227745894	+	SCYGR8	protein_coding
chr2	227805739	+	CCL20	protein_coding
chr2	227871054	+	DAW1	protein_coding
chr2	228181687	-	SPHKAP	protein_coding
chr2	229271287	-	PID1	protein_coding
chr2	229714555	-	DNER	protein_coding
chr2	229923239	-	TRIP12	protein_coding
chr2	229922302	+	FBXO36	protein_coding
chr2	230068993	-	SLC16A14	protein_coding
chr2	230225729	-	SP110	protein_coding
chr2	230203110	+	SP140	protein_coding
chr2	230327184	+	SP140L	protein_coding
chr2	230415942	+	SP100	protein_coding
chr2	230712842	+	CAB39	protein_coding
chr2	230864639	+	ITM2C	protein_coding
chr2	230961066	-	GPR55	protein_coding
chr2	230990324	+	SPATA3	protein_coding
chr2	231037523	+	C2orf72	protein_coding
chr2	231056845	+	PSMD1	protein_coding
chr2	231125042	-	HTR2B	protein_coding
chr2	231198546	+	ARMC9	protein_coding
chr2	231395710	+	B3GNT7	protein_coding
chr2	231483641	-	NCL	protein_coding
chr2	231530445	-	NMUR1	protein_coding
chr2	231592864	+	TEX44	protein_coding
chr2	231706895	+	PTMA	protein_coding
chr2	231786272	-	PDE6D	protein_coding
chr2	231781671	+	COPS7B	protein_coding
chr2	231926396	-	NPPC	protein_coding
chr2	231961245	+	DIS3L2	protein_coding
chr2	232378724	+	ALPP	protein_coding
chr2	232406844	+	ALPG	protein_coding
chr2	232456125	+	ALPI	protein_coding
chr2	232487834	-	ECEL1	protein_coding
chr2	232520388	+	PRSS56	protein_coding
chr2	232525993	+	CHRND	protein_coding
chr2	232539692	+	CHRNG	protein_coding
chr2	232550557	-	TIGD1	protein_coding
chr2	232550659	+	EIF4E2	protein_coding
chr2	232606057	+	EFHD1	protein_coding
chr2	232697299	+	GIGYF2	protein_coding
chr2	232776565	-	KCNJ13	protein_coding
chr2	232857270	+	SNORC	protein_coding
chr2	233013256	-	NGEF	protein_coding
chr2	233032672	+	NEU2	protein_coding
chr2	233059967	+	INPP5D	protein_coding
chr2	233210051	+	ATG16L1	protein_coding
chr2	233307816	+	SAG	protein_coding
chr2	233354494	+	DGKD	protein_coding
chr2	233566782	-	USP40	protein_coding
chr2	233617633	+	UGT1A8	protein_coding
chr2	233636448	+	UGT1A10	protein_coding
chr2	233671898	+	UGT1A9	protein_coding
chr2	233681901	+	UGT1A7	protein_coding
chr2	233691607	+	UGT1A6	protein_coding
chr2	233712907	+	UGT1A5	protein_coding
chr2	233718736	+	UGT1A4	protein_coding
chr2	233729042	+	UGT1A3	protein_coding
chr2	233760270	+	UGT1A1	protein_coding
chr2	233775679	+	MROH2A	protein_coding
chr2	233854566	-	HJURP	protein_coding
chr2	233917373	+	TRPM8	protein_coding
chr2	234050679	+	SPP2	protein_coding
chr2	234497081	-	ARL4C	protein_coding
chr2	234952017	+	SH3BP4	protein_coding
chr2	235494043	+	AGAP1	protein_coding
chr2	236168386	-	GBX2	protein_coding
chr2	236264409	-	ASB18	protein_coding
chr2	236507535	-	IQCA1	protein_coding
chr2	236567787	+	ACKR3	protein_coding
chr2	237085882	+	COPS8	protein_coding
chr2	237414328	-	COL6A3	protein_coding
chr2	237485428	+	MLPH	protein_coding
chr2	237566574	+	PRLH	protein_coding
chr2	237601614	-	RAB17	protein_coding
chr2	237627587	+	LRRFIP1	protein_coding
chr2	237798389	+	RBM44	protein_coding
chr2	237858893	+	RAMP1	protein_coding
chr2	237966827	+	UBE2F	protein_coding
chr2	237967014	+	UBE2F-SCLY	protein_coding
chr2	238060924	+	SCLY	protein_coding
chr2	238100340	+	ESPNL	protein_coding
chr2	238138668	+	KLHL30	protein_coding
chr2	238158970	+	ERFE	protein_coding
chr2	238203708	-	ILKAP	protein_coding
chr2	238240662	-	HES6	protein_coding
chr2	238290102	-	PER2	protein_coding
chr2	238320441	+	TRAF3IP1	protein_coding
chr2	238426742	+	ASB1	protein_coding
chr2	238848032	+	TWIST2	protein_coding
chr2	239401654	-	HDAC4	protein_coding
chr2	240025743	-	NDUFA10	protein_coding
chr2	240030429	-	OR6B2	protein_coding
chr2	240053521	-	OR6B3	protein_coding
chr2	240136807	-	COPS9	protein_coding
chr2	240144562	-	OTOS	protein_coding
chr2	240435663	+	GPC1	protein_coding
chr2	240569209	-	ANKMY1	protein_coding
chr2	240560054	+	DUSP28	protein_coding
chr2	240565804	+	RNPEPL1	protein_coding
chr2	240586734	+	CAPN10	protein_coding
chr2	240605430	+	GPR35	protein_coding
chr2	240682906	-	AQP12B	protein_coding
chr2	240691866	+	AQP12A	protein_coding
chr2	240824293	-	KIF1A	protein_coding
chr2	240868824	+	AGXT	protein_coding
chr2	240896889	-	MAB21L4	protein_coding
chr2	240906330	+	CROCC2	protein_coding
chr2	240998618	+	SNED1	protein_coding
chr2	241102332	-	MTERF4	protein_coding
chr2	241150264	-	PASK	protein_coding
chr2	241149576	+	PPP1R7	protein_coding
chr2	241188509	+	ANO7	protein_coding
chr2	241317061	-	HDLBP	protein_coding
chr2	241315100	+	SEPTIN2	protein_coding
chr2	241356285	+	FARP2	protein_coding
chr2	241509730	-	STK25	protein_coding
chr2	241551424	+	BOK	protein_coding
chr2	241637158	-	THAP4	protein_coding
chr2	241637213	+	ATG4B	protein_coding
chr2	241686944	-	DTYMK	protein_coding
chr2	241687085	+	ING5	protein_coding
chr2	241734602	+	D2HGDH	protein_coding
chr2	241776822	+	GAL3ST2	protein_coding
chr2	241809065	+	NEU4	protein_coding
